*
Temp0 deg C	Temp1 deg C	Time (sec)
124.912284	27.832045	2.000000
204.898660	28.057813	4.000000
229.958907	28.283581	6.000000
241.924611	28.315834	8.000000
249.342702	28.509349	10.000000
254.148335	28.057813	12.000000
256.857551	28.348086	14.000000
259.276494	28.444844	16.000000
260.663355	27.670782	18.000000
261.759942	27.961055	20.000000
262.211478	28.638359	22.000000
262.598509	28.864127	24.000000
262.695267	28.283581	26.000000
262.792025	28.573854	28.000000
262.566257	28.154571	30.000000
262.630762	28.219076	32.000000
261.598679	28.412591	34.000000
260.534345	27.993308	36.000000
260.082809	28.283581	38.000000
259.179737	28.122318	40.000000
258.147654	28.509349	42.000000
257.567108	27.961055	44.000000
257.018814	28.380339	46.000000
256.115742	28.799622	48.000000
255.051407	28.444844	50.000000
253.729052	28.090066	52.000000
253.116253	28.090066	54.000000
252.277686	28.283581	56.000000
251.568130	27.928803	58.000000
250.503795	28.090066	60.000000
250.213522	27.961055	62.000000
249.503965	28.057813	64.000000
248.665398	28.380339	66.000000
247.181780	28.864127	68.000000
246.859254	28.283581	70.000000
245.311131	28.477096	72.000000
244.537069	28.090066	74.000000
243.666250	27.928803	76.000000
242.053621	28.573854	78.000000
240.989287	28.767370	80.000000
238.892869	28.348086	82.000000
238.796112	28.057813	84.000000
237.280241	28.767370	86.000000
236.215906	28.380339	88.000000
235.861128	28.638359	90.000000
234.538772	27.993308	92.000000
233.829216	28.412591	94.000000
232.603618	28.348086	96.000000
232.055324	28.606107	98.000000
231.636041	28.186823	100.000000
230.603959	28.057813	102.000000
229.733139	28.025560	104.000000
229.088088	28.380339	106.000000
227.926995	27.993308	108.000000
227.346449	28.509349	110.000000
226.120851	28.348086	112.000000
225.282284	28.025560	114.000000
224.411465	28.412591	116.000000
223.379383	28.412591	118.000000
222.734331	27.993308	120.000000
221.831259	28.670612	122.000000
220.895935	28.057813	124.000000
219.380064	28.283581	126.000000
218.831770	28.606107	128.000000
218.638255	28.251328	130.000000
216.864363	28.186823	132.000000
216.283817	27.928803	134.000000
215.477503	28.541602	136.000000
214.929209	28.702864	138.000000
214.187400	28.767370	140.000000
213.187570	28.154571	142.000000
212.187741	27.993308	144.000000
211.510437	28.154571	146.000000
210.639617	28.251328	148.000000
210.026818	28.348086	150.000000
208.897978	28.025560	152.000000
208.059412	27.993308	154.000000
207.478865	28.219076	156.000000
206.350025	28.154571	158.000000
206.092005	27.896550	160.000000
204.608386	27.896550	162.000000
203.931083	28.251328	164.000000
203.253779	27.961055	166.000000
203.028011	28.186823	168.000000
201.899171	27.735287	170.000000
201.092856	28.541602	172.000000
200.673573	28.444844	174.000000
199.222207	28.283581	176.000000
199.157702	28.315834	178.000000
198.157872	28.509349	180.000000
197.480568	28.154571	182.000000
196.093708	28.283581	184.000000
196.029203	28.090066	186.000000
194.997120	28.186823	188.000000
193.932786	27.541772	190.000000
193.610260	28.606107	192.000000
192.997461	28.154571	194.000000
191.546095	27.832045	196.000000
191.546095	27.864298	198.000000
190.675276	27.832045	200.000000
189.675446	28.702864	202.000000
189.256163	27.799792	204.000000
188.611111	27.638530	206.000000
188.095070	28.541602	208.000000
187.450019	28.154571	210.000000
186.740462	28.638359	212.000000
186.837220	28.219076	214.000000
185.966400	27.864298	216.000000
185.321349	28.154571	218.000000
184.450530	28.509349	220.000000
184.031246	27.767540	222.000000
184.063499	28.348086	224.000000
183.386195	27.799792	226.000000
182.547628	28.154571	228.000000
182.644386	28.025560	230.000000
181.676809	28.348086	232.000000
182.547628	28.186823	234.000000
181.322030	28.573854	236.000000
181.225273	28.380339	238.000000
180.805989	28.122318	240.000000
180.451211	28.509349	242.000000
179.773907	27.896550	244.000000
179.644897	28.315834	246.000000
179.225613	27.832045	248.000000
179.032098	28.154571	250.000000
178.903087	28.573854	252.000000
178.064521	28.186823	254.000000
178.000015	28.541602	256.000000
177.709742	28.283581	258.000000
177.451722	27.735287	260.000000
177.193701	28.186823	262.000000
176.967933	28.315834	264.000000
176.838923	28.251328	266.000000
176.355134	28.573854	268.000000
175.774588	28.251328	270.000000
176.032609	28.251328	272.000000
175.710083	27.735287	274.000000
175.355305	28.219076	276.000000
175.000526	28.154571	278.000000
174.968274	28.122318	280.000000
174.871516	28.315834	282.000000
174.258717	27.993308	284.000000
174.000697	27.993308	286.000000
174.258717	27.703035	288.000000
173.355645	28.219076	290.000000
174.000697	29.025390	292.000000
