*
Temp0 deg C	Temp1 deg C	Time (sec)
1582.881828	337.972182	2.000000
1581.690620	335.525375	4.000000
1581.175502	333.497101	6.000000
1582.109152	330.889319	8.000000
1582.366711	328.764461	10.000000
1581.755009	327.090330	12.000000
1581.336476	324.450354	14.000000
1582.495490	322.454274	16.000000
1581.207697	320.458195	18.000000
1582.076958	319.009428	20.000000
1581.111113	316.787984	22.000000
1580.467216	315.017269	24.000000
1581.304282	313.439722	26.000000
1581.980373	311.669007	28.000000
1581.690620	309.801707	30.000000
1582.398906	308.385134	32.000000
1581.883789	306.775393	34.000000
1582.656464	305.069067	36.000000
1581.368671	303.588105	38.000000
1580.982333	302.107142	40.000000
1581.851594	300.143258	42.000000
1581.433061	298.694491	44.000000
1581.046723	297.084749	46.000000
1581.658425	295.990125	48.000000
1582.109152	294.476968	50.000000
1580.660385	292.674058	52.000000
1581.143307	291.321875	54.000000
1581.658425	289.905302	56.000000
1581.883789	289.197016	58.000000
1582.431101	287.426300	60.000000
1580.789164	285.784364	62.000000
1581.465256	284.496571	64.000000
1582.012568	282.983414	66.000000
1581.594035	282.146348	68.000000
1581.626230	280.697581	70.000000
1580.821359	279.345398	72.000000
1581.239892	278.186384	74.000000
1581.239892	276.769812	76.000000
1580.885749	275.771772	78.000000
1581.368671	274.226421	80.000000
1581.497451	272.809848	82.000000
1580.982333	271.811808	84.000000
1581.722814	270.942548	86.000000
1581.722814	269.590365	88.000000
1581.819399	268.109403	90.000000
1581.175502	266.886000	92.000000
1581.111113	266.081129	94.000000
1581.787204	264.986505	96.000000
1581.400866	263.730906	98.000000
1581.111113	262.217749	100.000000
1582.753049	261.477268	102.000000
1582.398906	260.286060	104.000000
1582.205737	258.966072	106.000000
1581.078918	258.225591	108.000000
1582.656464	257.195356	110.000000
1581.336476	256.100732	112.000000
1582.141347	254.909523	114.000000
1580.724775	253.653925	116.000000
1581.207697	252.655885	118.000000
1582.334516	251.851014	120.000000
1580.789164	251.078338	122.000000
1581.690620	249.629571	124.000000
1581.336476	248.373973	126.000000
1582.270126	247.762271	128.000000
1581.078918	247.118375	130.000000
1581.980373	245.476438	132.000000
1581.722814	244.896931	134.000000
1581.561840	243.448164	136.000000
1581.207697	242.450124	138.000000
1581.014528	241.452085	140.000000
1581.787204	240.518435	142.000000
1581.626230	239.777954	144.000000
1582.720854	239.134057	146.000000
1581.948178	237.459926	148.000000
1581.143307	236.848224	150.000000
1581.915983	235.753600	152.000000
1581.690620	235.174093	154.000000
1580.950139	234.208248	156.000000
1581.272087	233.371183	158.000000
1581.497451	232.727286	160.000000
1581.465256	231.954610	162.000000
1582.141347	230.859986	164.000000
1581.207697	229.314634	166.000000
1581.143307	228.992686	168.000000
1582.237932	227.994646	170.000000
1581.980373	227.157581	172.000000
1581.626230	226.127346	174.000000
1580.853554	225.483449	176.000000
1581.722814	224.260046	178.000000
1582.205737	223.938098	180.000000
1580.982333	222.682499	182.000000
1581.787204	221.813239	184.000000
1581.465256	221.201537	186.000000
1581.529645	220.783004	188.000000
1581.658425	219.495211	190.000000
1581.046723	218.754730	192.000000
1582.109152	217.917665	194.000000
1580.531606	216.984015	196.000000
