*
Temp0 deg C	Temp1 deg C	Time (sec)
1581.046723	341.899951	2.000000
1581.626230	341.771172	4.000000
1582.173542	339.807287	6.000000
1582.205737	337.907792	8.000000
1581.787204	336.362440	10.000000
1581.851594	334.591725	12.000000
1581.658425	332.595645	14.000000
1580.917944	331.018099	16.000000
1581.529645	328.925435	18.000000
1580.338437	327.251304	20.000000
1580.885749	326.156680	22.000000
1581.626230	323.999626	24.000000
1580.756970	322.583054	26.000000
1582.173542	320.715754	28.000000
1581.690620	319.331376	30.000000
1581.465256	317.496271	32.000000
1581.755009	315.950919	34.000000
1581.594035	314.405567	36.000000
1581.175502	312.892410	38.000000
1581.626230	311.186084	40.000000
1580.917944	309.479758	42.000000
1581.594035	308.030991	44.000000
1580.467216	306.711003	46.000000
1581.561840	305.036872	48.000000
1582.366711	304.392975	50.000000
1582.076958	302.364701	52.000000
1582.012568	301.044713	54.000000
1582.044763	299.660335	56.000000
1582.237932	298.308153	58.000000
1580.885749	296.698411	60.000000
1581.400866	295.185254	62.000000
1581.143307	294.090630	64.000000
1580.885749	292.931616	66.000000
1582.076958	291.515044	68.000000
1581.722814	289.905302	70.000000
1580.660385	288.778483	72.000000
1581.722814	287.361911	74.000000
1582.398906	286.235092	76.000000
1582.173542	285.172662	78.000000
1582.109152	284.335597	80.000000
1581.626230	282.564881	82.000000
1581.175502	281.405867	84.000000
1580.660385	280.150269	86.000000
1581.304282	279.313203	88.000000
1582.109152	278.089800	90.000000
1581.014528	276.866396	92.000000
1581.529645	275.610798	94.000000
1582.109152	274.290810	96.000000
1581.304282	273.775693	98.000000
1581.175502	271.940588	100.000000
1582.785244	271.135717	102.000000
1581.787204	269.976703	104.000000
1581.239892	269.429391	106.000000
1582.334516	267.948429	108.000000
1581.143307	266.853805	110.000000
1581.851594	265.566012	112.000000
1581.561840	264.986505	114.000000
1581.529645	263.956270	116.000000
1582.012568	262.539698	118.000000
1581.722814	262.056775	120.000000
1581.400866	260.479229	122.000000
1582.012568	259.288020	124.000000
1582.463295	258.354370	126.000000
1581.626230	257.485109	128.000000
1580.756970	256.519265	130.000000
1581.111113	255.650004	132.000000
1581.561840	254.555380	134.000000
1580.950139	253.686120	136.000000
1580.853554	252.623690	138.000000
1581.787204	251.754430	140.000000
1581.465256	250.756390	142.000000
1581.980373	249.790545	144.000000
1581.239892	248.631531	146.000000
1581.529645	248.116414	148.000000
1581.046723	246.925206	150.000000
1581.851594	245.894971	152.000000
1581.497451	245.122295	154.000000
1581.272087	244.639373	156.000000
1581.143307	243.319385	158.000000
1582.076958	242.417930	160.000000
1581.626230	241.355500	162.000000
1581.915983	240.454045	164.000000
1582.270126	240.067707	166.000000
1581.948178	239.005278	168.000000
1581.336476	237.814069	170.000000
1582.495490	237.137978	172.000000
1581.561840	236.622860	174.000000
1581.819399	236.139938	176.000000
1582.044763	234.626781	178.000000
1581.915983	234.047274	180.000000
1581.561840	232.920455	182.000000
1581.658425	232.340948	184.000000
1580.724775	231.600467	186.000000
1580.499411	230.538038	188.000000
1581.851594	230.022920	190.000000
1581.915983	229.250244	192.000000
1581.078918	228.155620	194.000000
1581.883789	227.704893	196.000000
1581.046723	226.835632	198.000000
1582.559880	226.095151	200.000000
1581.465256	225.419060	202.000000
1582.237932	224.388825	204.000000
1580.950139	223.873708	206.000000
1581.626230	223.133227	208.000000
1581.755009	222.167382	210.000000
1582.076958	221.523486	212.000000
1582.495490	220.267887	214.000000
1581.883789	219.978134	216.000000
1581.980373	227.093191	218.000000
1581.497451	229.089270	220.000000
1581.465256	228.896101	222.000000
1581.626230	228.992686	224.000000
1581.787204	228.767322	226.000000
1581.722814	229.346829	228.000000
1582.463295	228.767322	230.000000
1582.785244	228.799517	232.000000
1580.209657	228.767322	234.000000
1581.883789	228.702932	236.000000
1581.143307	229.218050	238.000000
1580.917944	229.443413	240.000000
1581.980373	228.992686	242.000000
1581.304282	228.992686	244.000000
1582.270126	228.863907	246.000000
1580.853554	229.089270	248.000000
1582.109152	228.928296	250.000000
1582.527685	228.896101	252.000000
1581.690620	229.121465	254.000000
1582.205737	229.153660	256.000000
1581.465256	228.928296	258.000000
1581.014528	228.928296	260.000000
1582.431101	228.896101	262.000000
1581.658425	228.735127	264.000000
1581.336476	229.346829	266.000000
1581.626230	229.057075	268.000000
1582.398906	228.831712	270.000000
1581.014528	229.218050	272.000000
1580.692580	229.185855	274.000000
1580.499411	228.767322	276.000000
1581.175502	228.702932	278.000000
1581.819399	229.314634	280.000000
1581.272087	229.185855	282.000000
1581.980373	228.863907	284.000000
1582.559880	228.541958	286.000000
1582.495490	229.089270	288.000000
1582.141347	228.735127	290.000000
1581.207697	228.992686	292.000000
1582.076958	229.057075	294.000000
1582.527685	228.928296	296.000000
1581.915983	229.057075	298.000000
1581.787204	229.185855	300.000000
1581.658425	229.475608	302.000000
1581.626230	229.089270	304.000000
1581.980373	228.702932	306.000000
1581.690620	228.670738	308.000000
1581.626230	229.057075	310.000000
1581.497451	229.024881	312.000000
1582.334516	229.218050	314.000000
1582.109152	228.928296	316.000000
1582.044763	228.831712	318.000000
1581.529645	228.445374	320.000000
1582.141347	229.218050	322.000000
1581.690620	229.443413	324.000000
1582.044763	229.121465	326.000000
1581.851594	228.799517	328.000000
1581.336476	228.960491	330.000000
1581.175502	228.509763	332.000000
1581.787204	229.250244	334.000000
1581.143307	229.057075	336.000000
1581.207697	228.670738	338.000000
1580.885749	228.831712	340.000000
1581.819399	228.735127	342.000000
1581.561840	229.057075	344.000000
1580.885749	229.024881	346.000000
1582.366711	229.121465	348.000000
1581.078918	228.702932	350.000000
1582.366711	229.121465	352.000000
1580.660385	228.863907	354.000000
1582.688659	229.185855	356.000000
1582.012568	229.121465	358.000000
1581.883789	228.799517	360.000000
1581.658425	228.896101	362.000000
1581.722814	228.638543	364.000000
1581.787204	228.831712	366.000000
1582.141347	228.863907	368.000000
1582.398906	229.250244	370.000000
1582.109152	228.670738	372.000000
1581.851594	228.992686	374.000000
1580.982333	229.282439	376.000000
1581.465256	229.057075	378.000000
1581.819399	228.767322	380.000000
1580.853554	228.928296	382.000000
1582.237932	228.638543	384.000000
1581.658425	229.057075	386.000000
1581.497451	229.024881	388.000000
1580.950139	228.670738	390.000000
1582.012568	229.024881	392.000000
1581.722814	228.896101	394.000000
1582.366711	228.960491	396.000000
1580.724775	228.767322	398.000000
1582.463295	228.992686	400.000000
1581.111113	228.799517	402.000000
1582.141347	228.638543	404.000000
1581.561840	228.638543	406.000000
1581.497451	228.541958	408.000000
1581.851594	228.670738	410.000000
1581.111113	228.863907	412.000000
1580.950139	228.670738	414.000000
1581.111113	229.024881	416.000000
1582.398906	228.992686	418.000000
1581.078918	228.863907	420.000000
1582.109152	228.831712	422.000000
1581.368671	228.509763	424.000000
1582.173542	228.735127	426.000000
1581.658425	228.252205	428.000000
1582.237932	228.896101	430.000000
1580.595995	228.541958	432.000000
1580.917944	228.348789	434.000000
1581.111113	228.574153	436.000000
1581.851594	228.735127	438.000000
1581.272087	228.670738	440.000000
1580.885749	228.702932	442.000000
1582.366711	228.316594	444.000000
1580.982333	228.541958	446.000000
1581.787204	228.380984	448.000000
1581.497451	228.445374	450.000000
1580.853554	228.413179	452.000000
1581.304282	228.541958	454.000000
1581.658425	229.121465	456.000000
1580.660385	228.091231	458.000000
1582.302321	228.896101	460.000000
1582.495490	228.831712	462.000000
1582.237932	228.316594	464.000000
1581.175502	228.767322	466.000000
1581.239892	228.831712	468.000000
1581.690620	228.574153	470.000000
1581.626230	228.220010	472.000000
1581.948178	228.284400	474.000000
1581.690620	227.801477	476.000000
1581.561840	228.059036	478.000000
1582.495490	228.026841	480.000000
1581.078918	227.801477	482.000000
1581.207697	228.187815	484.000000
1581.078918	228.220010	486.000000
1581.787204	228.123425	488.000000
1580.950139	227.898062	490.000000
1582.785244	227.769282	492.000000
1581.594035	228.123425	494.000000
1581.465256	228.187815	496.000000
1581.594035	227.930256	498.000000
1581.239892	227.801477	500.000000
1581.883789	227.415139	502.000000
1581.722814	227.930256	504.000000
1582.141347	227.254165	506.000000
1581.497451	227.608308	508.000000
1582.527685	227.672698	510.000000
1580.402826	227.737087	512.000000
1581.078918	228.059036	514.000000
1582.044763	227.479529	516.000000
1582.141347	227.189775	518.000000
