[N01-A-ABS-100C]
[Specimen: 1]
[Channel: 1]

[Calculated Data]

Point ID,Time [ms],Force [N],Energy [J],Displacement [mm],Velocity [m/s],Voltage Ch1 [mV]
1,4.740000,2.059044,0.000000,0.000000,4.157764,23.831031
2,4.760000,10.295220,0.000514,0.083157,4.157940,24.116861
3,4.780000,14.413308,0.001541,0.166317,4.158096,24.259776
4,4.800000,2.059044,0.002226,0.249481,4.158266,23.831031
5,4.820000,2.059044,0.002397,0.332648,4.158455,23.831031
6,4.840000,4.118088,0.002654,0.415819,4.158642,23.902489
7,4.860000,6.177132,0.003082,0.498994,4.158821,23.973946
8,4.880000,26.767572,0.004452,0.582172,4.158964,24.688520
9,4.900000,133.837860,0.011132,0.665350,4.158901,28.404303
10,4.920000,131.778816,0.022178,0.748526,4.158669,28.332845
11,4.940000,148.251168,0.033823,0.831697,4.158414,28.904504
12,4.960000,129.719772,0.045382,0.914863,4.158162,28.261388
13,4.980000,158.546388,0.057368,0.998023,4.157893,29.261791
14,5.000000,137.955948,0.069696,1.081178,4.157611,28.547218
15,5.020000,133.837860,0.080996,1.164328,4.157369,28.404303
16,5.040000,135.896904,0.092210,1.247473,4.157130,28.475760
17,5.060000,175.018740,0.105134,1.330613,4.156825,29.833450
18,5.080000,189.432048,0.120283,1.413745,4.156434,30.333652
19,5.100000,137.955948,0.133890,1.496870,4.156102,28.547218
20,5.120000,105.011244,0.143988,1.579991,4.155906,27.403900
21,5.140000,78.243672,0.151604,1.663108,4.155807,26.474954
22,5.160000,96.775068,0.158877,1.746223,4.155721,27.118070
23,5.180000,90.597936,0.166664,1.829336,4.155615,26.903698
24,5.200000,111.188376,0.175049,1.912447,4.155486,27.618272
25,5.220000,107.070288,0.184119,1.995555,4.155330,27.475357
26,5.240000,154.428300,0.194985,2.078660,4.155104,29.118877
27,5.260000,166.782564,0.208331,2.161759,4.154782,29.547621
28,5.280000,166.782564,0.222189,2.244851,4.154441,29.547621
29,5.300000,175.018740,0.236388,2.327936,4.154086,29.833450
30,5.320000,230.612928,0.253238,2.411013,4.153628,31.762799
31,5.340000,282.089027,0.274531,2.494080,4.152997,33.549233
32,5.360000,290.325203,0.298302,2.577132,4.152271,33.835063
33,5.380000,325.328951,0.323863,2.660170,4.151474,35.049838
