[NO1-A-1045HR-0C]
[Specimen: 1]
[Channel: 1]

[Calculated Data]

Point ID,Time [ms],Force [N],Energy [J],Displacement [mm],Velocity [m/s],Voltage Ch1 [mV]
582,-2.522000,-189.867522,-1.620348
583,-2.520000,-192.766263,-1.645086
584,-2.518000,-178.272559,-1.521395
585,-2.516000,-192.766263,-1.645086
586,-2.514000,-201.462486,-1.719301
587,-2.512000,-207.259967,-1.768777
588,-2.510000,-204.361226,-1.744039
589,-2.508000,-201.462486,-1.719301
590,-2.506000,-189.867522,-1.620348
591,-2.504000,-189.867522,-1.620348
592,-2.502000,-201.462486,-1.719301
593,-2.500000,-201.462486,-1.719301
594,-2.498000,-201.462486,-1.719301
595,-2.496000,-201.462486,-1.719301
596,-2.494000,-201.462486,-1.719301
597,-2.492000,-186.968782,-1.595610
598,-2.490000,-186.968782,-1.595610
599,-2.488000,-198.563745,-1.694562
600,-2.486000,-213.057449,-1.818253
601,-2.484000,-221.753671,-1.892468
602,-2.482000,-207.259967,-1.768777
603,-2.480000,-195.665004,-1.669824
604,-2.478000,-189.867522,-1.620348
605,-2.476000,-181.171300,-1.546134
606,-2.474000,-175.373818,-1.496657
607,-2.472000,-192.766263,-1.645086
608,-2.470000,-207.259967,-1.768777
609,-2.468000,-210.158708,-1.793515
610,-2.466000,-207.259967,-1.768777
611,-2.464000,-207.259967,-1.768777
612,-2.462000,-195.665004,-1.669824
613,-2.460000,-192.766263,-1.645086
614,-2.458000,-186.968782,-1.595610
615,-2.456000,-198.563745,-1.694562
616,-2.454000,-195.665004,-1.669824
617,-2.452000,-189.867522,-1.620348
618,-2.450000,-192.766263,-1.645086
619,-2.448000,-195.665004,-1.669824
620,-2.446000,-207.259967,-1.768777
621,-2.444000,-201.462486,-1.719301
622,-2.442000,-195.665004,-1.669824
623,-2.440000,-192.766263,-1.645086
624,-2.438000,-195.665004,-1.669824
625,-2.436000,-184.070041,-1.570872
626,-2.434000,-189.867522,-1.620348
627,-2.432000,-198.563745,-1.694562
628,-2.430000,-195.665004,-1.669824
629,-2.428000,-207.259967,-1.768777
630,-2.426000,-204.361226,-1.744039
631,-2.424000,-198.563745,-1.694562
632,-2.422000,-189.867522,-1.620348
633,-2.420000,-184.070041,-1.570872
634,-2.418000,-181.171300,-1.546134
635,-2.416000,-210.158708,-1.793515
636,-2.414000,-213.057449,-1.818253
637,-2.412000,-204.361226,-1.744039
638,-2.410000,-198.563745,-1.694562
639,-2.408000,-181.171300,-1.546134
640,-2.406000,-181.171300,-1.546134
641,-2.404000,-189.867522,-1.620348
642,-2.402000,-201.462486,-1.719301
643,-2.400000,-210.158708,-1.793515
644,-2.398000,-204.361226,-1.744039
645,-2.396000,-201.462486,-1.719301
646,-2.394000,-195.665004,-1.669824
647,-2.392000,-195.665004,-1.669824
648,-2.390000,-189.867522,-1.620348
649,-2.388000,-186.968782,-1.595610
650,-2.386000,-195.665004,-1.669824
651,-2.384000,-210.158708,-1.793515
652,-2.382000,-215.956190,-1.842991
653,-2.380000,-213.057449,-1.818253
654,-2.378000,-189.867522,-1.620348
655,-2.376000,-184.070041,-1.570872
656,-2.374000,-184.070041,-1.570872
657,-2.372000,-198.563745,-1.694562
658,-2.370000,-210.158708,-1.793515
659,-2.368000,-204.361226,-1.744039
660,-2.366000,-201.462486,-1.719301
661,-2.364000,-181.171300,-1.546134
662,-2.362000,-181.171300,-1.546134
663,-2.360000,-192.766263,-1.645086
664,-2.358000,-201.462486,-1.719301
665,-2.356000,-201.462486,-1.719301
666,-2.354000,-204.361226,-1.744039
667,-2.352000,-198.563745,-1.694562
668,-2.350000,-192.766263,-1.645086
669,-2.348000,-201.462486,-1.719301
670,-2.346000,-198.563745,-1.694562
671,-2.344000,-198.563745,-1.694562
672,-2.342000,-195.665004,-1.669824
673,-2.340000,-189.867522,-1.620348
674,-2.338000,-201.462486,-1.719301
675,-2.336000,-204.361226,-1.744039
676,-2.334000,-195.665004,-1.669824
677,-2.332000,-195.665004,-1.669824
678,-2.330000,-201.462486,-1.719301
679,-2.328000,-201.462486,-1.719301
680,-2.326000,-204.361226,-1.744039
681,-2.324000,-210.158708,-1.793515
682,-2.322000,-195.665004,-1.669824
683,-2.320000,-201.462486,-1.719301
684,-2.318000,-201.462486,-1.719301
685,-2.316000,-210.158708,-1.793515
686,-2.314000,-189.867522,-1.620348
687,-2.312000,-189.867522,-1.620348
688,-2.310000,-192.766263,-1.645086
689,-2.308000,-195.665004,-1.669824
690,-2.306000,-210.158708,-1.793515
691,-2.304000,-227.551153,-1.941944
692,-2.302000,-213.057449,-1.818253
693,-2.300000,-192.766263,-1.645086
694,-2.298000,-169.576337,-1.447181
695,-2.296000,-166.677596,-1.422443
696,-2.294000,-189.867522,-1.620348
697,-2.292000,-215.956190,-1.842991
698,-2.290000,-230.449894,-1.966682
699,-2.288000,-239.146116,-2.040896
700,-2.286000,-210.158708,-1.793515
701,-2.284000,-184.070041,-1.570872
702,-2.282000,-157.981374,-1.348229
703,-2.280000,-160.880114,-1.372967
704,-2.278000,-184.070041,-1.570872
705,-2.276000,-213.057449,-1.818253
706,-2.274000,-233.348634,-1.991420
707,-2.272000,-233.348634,-1.991420
708,-2.270000,-204.361226,-1.744039
709,-2.268000,-166.677596,-1.422443
710,-2.266000,-163.778855,-1.397705
711,-2.264000,-175.373818,-1.496657
712,-2.262000,-189.867522,-1.620348
713,-2.260000,-204.361226,-1.744039
714,-2.258000,-207.259967,-1.768777
715,-2.256000,-198.563745,-1.694562
716,-2.254000,-172.475078,-1.471919
717,-2.252000,-181.171300,-1.546134
718,-2.250000,-192.766263,-1.645086
719,-2.248000,-207.259967,-1.768777
720,-2.246000,-204.361226,-1.744039
721,-2.244000,-213.057449,-1.818253
722,-2.242000,-184.070041,-1.570872
723,-2.240000,-184.070041,-1.570872
724,-2.238000,-192.766263,-1.645086
725,-2.236000,-207.259967,-1.768777
726,-2.234000,-215.956190,-1.842991
727,-2.232000,-221.753671,-1.892468
728,-2.230000,-213.057449,-1.818253
729,-2.228000,-207.259967,-1.768777
730,-2.226000,-186.968782,-1.595610
731,-2.224000,-184.070041,-1.570872
732,-2.222000,-181.171300,-1.546134
733,-2.220000,-186.968782,-1.595610
734,-2.218000,-201.462486,-1.719301
735,-2.216000,-213.057449,-1.818253
736,-2.214000,-221.753671,-1.892468
737,-2.212000,-210.158708,-1.793515
738,-2.210000,-184.070041,-1.570872
739,-2.208000,-178.272559,-1.521395
740,-2.206000,-172.475078,-1.471919
741,-2.204000,-195.665004,-1.669824
742,-2.202000,-213.057449,-1.818253
743,-2.200000,-236.247375,-2.016158
744,-2.198000,-215.956190,-1.842991
745,-2.196000,-201.462486,-1.719301
746,-2.194000,-163.778855,-1.397705
747,-2.192000,-163.778855,-1.397705
748,-2.190000,-175.373818,-1.496657
749,-2.188000,-201.462486,-1.719301
750,-2.186000,-227.551153,-1.941944
751,-2.184000,-221.753671,-1.892468
752,-2.182000,-213.057449,-1.818253
753,-2.180000,-189.867522,-1.620348
754,-2.178000,-178.272559,-1.521395
755,-2.176000,-172.475078,-1.471919
756,-2.174000,-175.373818,-1.496657
757,-2.172000,-210.158708,-1.793515
758,-2.170000,-218.854930,-1.867729
759,-2.168000,-213.057449,-1.818253
760,-2.166000,-189.867522,-1.620348
761,-2.164000,-172.475078,-1.471919
762,-2.162000,-189.867522,-1.620348
763,-2.160000,-204.361226,-1.744039
764,-2.158000,-215.956190,-1.842991
765,-2.156000,-221.753671,-1.892468
766,-2.154000,-207.259967,-1.768777
767,-2.152000,-175.373818,-1.496657
768,-2.150000,-160.880114,-1.372967
769,-2.148000,-160.880114,-1.372967
770,-2.146000,-189.867522,-1.620348
771,-2.144000,-215.956190,-1.842991
772,-2.142000,-236.247375,-2.016158
773,-2.140000,-236.247375,-2.016158
774,-2.138000,-204.361226,-1.744039
775,-2.136000,-178.272559,-1.521395
776,-2.134000,-178.272559,-1.521395
777,-2.132000,-192.766263,-1.645086
778,-2.130000,-213.057449,-1.818253
779,-2.128000,-213.057449,-1.818253
780,-2.126000,-218.854930,-1.867729
781,-2.124000,-213.057449,-1.818253
782,-2.122000,-201.462486,-1.719301
783,-2.120000,-198.563745,-1.694562
784,-2.118000,-186.968782,-1.595610
785,-2.116000,-198.563745,-1.694562
786,-2.114000,-195.665004,-1.669824
787,-2.112000,-204.361226,-1.744039
788,-2.110000,-204.361226,-1.744039
789,-2.108000,-201.462486,-1.719301
790,-2.106000,-204.361226,-1.744039
791,-2.104000,-201.462486,-1.719301
792,-2.102000,-198.563745,-1.694562
793,-2.100000,-201.462486,-1.719301
794,-2.098000,-201.462486,-1.719301
795,-2.096000,-198.563745,-1.694562
796,-2.094000,-201.462486,-1.719301
797,-2.092000,-201.462486,-1.719301
798,-2.090000,-207.259967,-1.768777
799,-2.088000,-181.171300,-1.546134
800,-2.086000,-163.778855,-1.397705
801,-2.084000,-178.272559,-1.521395
802,-2.082000,-198.563745,-1.694562
803,-2.080000,-224.652412,-1.917206
804,-2.078000,-233.348634,-1.991420
805,-2.076000,-218.854930,-1.867729
806,-2.074000,-195.665004,-1.669824
807,-2.072000,-181.171300,-1.546134
808,-2.070000,-175.373818,-1.496657
809,-2.068000,-178.272559,-1.521395
810,-2.066000,-210.158708,-1.793515
811,-2.064000,-227.551153,-1.941944
812,-2.062000,-230.449894,-1.966682
813,-2.060000,-215.956190,-1.842991
814,-2.058000,-189.867522,-1.620348
815,-2.056000,-166.677596,-1.422443
816,-2.054000,-169.576337,-1.447181
817,-2.052000,-186.968782,-1.595610
818,-2.050000,-204.361226,-1.744039
819,-2.048000,-218.854930,-1.867729
820,-2.046000,-213.057449,-1.818253
821,-2.044000,-207.259967,-1.768777
822,-2.042000,-181.171300,-1.546134
823,-2.040000,-178.272559,-1.521395
824,-2.038000,-192.766263,-1.645086
825,-2.036000,-189.867522,-1.620348
826,-2.034000,-204.361226,-1.744039
827,-2.032000,-215.956190,-1.842991
828,-2.030000,-218.854930,-1.867729
829,-2.028000,-195.665004,-1.669824
830,-2.026000,-175.373818,-1.496657
831,-2.024000,-172.475078,-1.471919
832,-2.022000,-175.373818,-1.496657
833,-2.020000,-201.462486,-1.719301
834,-2.018000,-204.361226,-1.744039
835,-2.016000,-201.462486,-1.719301
836,-2.014000,-201.462486,-1.719301
837,-2.012000,-192.766263,-1.645086
838,-2.010000,-178.272559,-1.521395
839,-2.008000,-192.766263,-1.645086
840,-2.006000,-201.462486,-1.719301
841,-2.004000,-207.259967,-1.768777
842,-2.002000,-201.462486,-1.719301
843,-2.000000,-201.462486,-1.719301
844,-1.998000,-195.665004,-1.669824
845,-1.996000,-192.766263,-1.645086
846,-1.994000,-201.462486,-1.719301
847,-1.992000,-213.057449,-1.818253
848,-1.990000,-210.158708,-1.793515
849,-1.988000,-195.665004,-1.669824
850,-1.986000,-198.563745,-1.694562
851,-1.984000,-181.171300,-1.546134
852,-1.982000,-186.968782,-1.595610
853,-1.980000,-189.867522,-1.620348
854,-1.978000,-198.563745,-1.694562
855,-1.976000,-201.462486,-1.719301
856,-1.974000,-218.854930,-1.867729
857,-1.972000,-201.462486,-1.719301
858,-1.970000,-198.563745,-1.694562
859,-1.968000,-184.070041,-1.570872
860,-1.966000,-186.968782,-1.595610
861,-1.964000,-198.563745,-1.694562
862,-1.962000,-178.272559,-1.521395
863,-1.960000,-184.070041,-1.570872
864,-1.958000,-186.968782,-1.595610
865,-1.956000,-192.766263,-1.645086
866,-1.954000,-201.462486,-1.719301
867,-1.952000,-204.361226,-1.744039
868,-1.950000,-198.563745,-1.694562
869,-1.948000,-195.665004,-1.669824
870,-1.946000,-201.462486,-1.719301
871,-1.944000,-201.462486,-1.719301
872,-1.942000,-192.766263,-1.645086
873,-1.940000,-198.563745,-1.694562
874,-1.938000,-204.361226,-1.744039
875,-1.936000,-192.766263,-1.645086
876,-1.934000,-192.766263,-1.645086
877,-1.932000,-195.665004,-1.669824
878,-1.930000,-204.361226,-1.744039
879,-1.928000,-210.158708,-1.793515
880,-1.926000,-207.259967,-1.768777
881,-1.924000,-213.057449,-1.818253
882,-1.922000,-201.462486,-1.719301
883,-1.920000,-192.766263,-1.645086
884,-1.918000,-181.171300,-1.546134
885,-1.916000,-186.968782,-1.595610
886,-1.914000,-198.563745,-1.694562
887,-1.912000,-218.854930,-1.867729
888,-1.910000,-224.652412,-1.917206
889,-1.908000,-207.259967,-1.768777
890,-1.906000,-195.665004,-1.669824
891,-1.904000,-186.968782,-1.595610
892,-1.902000,-175.373818,-1.496657
893,-1.900000,-198.563745,-1.694562
894,-1.898000,-207.259967,-1.768777
895,-1.896000,-218.854930,-1.867729
896,-1.894000,-201.462486,-1.719301
897,-1.892000,-192.766263,-1.645086
898,-1.890000,-181.171300,-1.546134
899,-1.888000,-186.968782,-1.595610
900,-1.886000,-192.766263,-1.645086
901,-1.884000,-210.158708,-1.793515
902,-1.882000,-215.956190,-1.842991
903,-1.880000,-207.259967,-1.768777
904,-1.878000,-201.462486,-1.719301
905,-1.876000,-192.766263,-1.645086
906,-1.874000,-192.766263,-1.645086
907,-1.872000,-189.867522,-1.620348
908,-1.870000,-192.766263,-1.645086
909,-1.868000,-195.665004,-1.669824
910,-1.866000,-195.665004,-1.669824
911,-1.864000,-192.766263,-1.645086
912,-1.862000,-198.563745,-1.694562
913,-1.860000,-210.158708,-1.793515
914,-1.858000,-213.057449,-1.818253
915,-1.856000,-210.158708,-1.793515
916,-1.854000,-213.057449,-1.818253
917,-1.852000,-210.158708,-1.793515
918,-1.850000,-195.665004,-1.669824
919,-1.848000,-192.766263,-1.645086
920,-1.846000,-186.968782,-1.595610
921,-1.844000,-184.070041,-1.570872
922,-1.842000,-195.665004,-1.669824
923,-1.840000,-210.158708,-1.793515
924,-1.838000,-207.259967,-1.768777
925,-1.836000,-189.867522,-1.620348
926,-1.834000,-181.171300,-1.546134
927,-1.832000,-186.968782,-1.595610
928,-1.830000,-195.665004,-1.669824
929,-1.828000,-207.259967,-1.768777
930,-1.826000,-210.158708,-1.793515
931,-1.824000,-207.259967,-1.768777
932,-1.822000,-195.665004,-1.669824
933,-1.820000,-178.272559,-1.521395
934,-1.818000,-172.475078,-1.471919
935,-1.816000,-178.272559,-1.521395
936,-1.814000,-198.563745,-1.694562
937,-1.812000,-207.259967,-1.768777
938,-1.810000,-218.854930,-1.867729
939,-1.808000,-213.057449,-1.818253
940,-1.806000,-198.563745,-1.694562
941,-1.804000,-198.563745,-1.694562
942,-1.802000,-198.563745,-1.694562
943,-1.800000,-201.462486,-1.719301
944,-1.798000,-210.158708,-1.793515
945,-1.796000,-218.854930,-1.867729
946,-1.794000,-198.563745,-1.694562
947,-1.792000,-195.665004,-1.669824
948,-1.790000,-181.171300,-1.546134
949,-1.788000,-186.968782,-1.595610
950,-1.786000,-189.867522,-1.620348
951,-1.784000,-207.259967,-1.768777
952,-1.782000,-213.057449,-1.818253
953,-1.780000,-195.665004,-1.669824
954,-1.778000,-192.766263,-1.645086
955,-1.776000,-201.462486,-1.719301
956,-1.774000,-195.665004,-1.669824
957,-1.772000,-201.462486,-1.719301
958,-1.770000,-198.563745,-1.694562
959,-1.768000,-192.766263,-1.645086
960,-1.766000,-186.968782,-1.595610
961,-1.764000,-192.766263,-1.645086
962,-1.762000,-184.070041,-1.570872
963,-1.760000,-195.665004,-1.669824
964,-1.758000,-192.766263,-1.645086
965,-1.756000,-210.158708,-1.793515
966,-1.754000,-201.462486,-1.719301
967,-1.752000,-207.259967,-1.768777
968,-1.750000,-192.766263,-1.645086
969,-1.748000,-204.361226,-1.744039
970,-1.746000,-198.563745,-1.694562
971,-1.744000,-210.158708,-1.793515
972,-1.742000,-198.563745,-1.694562
973,-1.740000,-192.766263,-1.645086
974,-1.738000,-184.070041,-1.570872
975,-1.736000,-178.272559,-1.521395
976,-1.734000,-189.867522,-1.620348
977,-1.732000,-195.665004,-1.669824
978,-1.730000,-218.854930,-1.867729
979,-1.728000,-224.652412,-1.917206
980,-1.726000,-210.158708,-1.793515
981,-1.724000,-204.361226,-1.744039
982,-1.722000,-198.563745,-1.694562
983,-1.720000,-189.867522,-1.620348
984,-1.718000,-189.867522,-1.620348
985,-1.716000,-201.462486,-1.719301
986,-1.714000,-210.158708,-1.793515
987,-1.712000,-221.753671,-1.892468
988,-1.710000,-210.158708,-1.793515
989,-1.708000,-195.665004,-1.669824
990,-1.706000,-181.171300,-1.546134
991,-1.704000,-178.272559,-1.521395
992,-1.702000,-198.563745,-1.694562
993,-1.700000,-213.057449,-1.818253
994,-1.698000,-218.854930,-1.867729
995,-1.696000,-198.563745,-1.694562
996,-1.694000,-195.665004,-1.669824
997,-1.692000,-195.665004,-1.669824
998,-1.690000,-195.665004,-1.669824
999,-1.688000,-189.867522,-1.620348
1000,-1.686000,-192.766263,-1.645086
1001,-1.684000,-198.563745,-1.694562
1002,-1.682000,-204.361226,-1.744039
1003,-1.680000,-207.259967,-1.768777
1004,-1.678000,-189.867522,-1.620348
1005,-1.676000,-204.361226,-1.744039
1006,-1.674000,-201.462486,-1.719301
1007,-1.672000,-213.057449,-1.818253
1008,-1.670000,-204.361226,-1.744039
1009,-1.668000,-201.462486,-1.719301
1010,-1.666000,-201.462486,-1.719301
1011,-1.664000,-198.563745,-1.694562
1012,-1.662000,-195.665004,-1.669824
1013,-1.660000,-192.766263,-1.645086
1014,-1.658000,-195.665004,-1.669824
1015,-1.656000,-204.361226,-1.744039
1016,-1.654000,-204.361226,-1.744039
1017,-1.652000,-201.462486,-1.719301
1018,-1.650000,-195.665004,-1.669824
1019,-1.648000,-181.171300,-1.546134
1020,-1.646000,-192.766263,-1.645086
1021,-1.644000,-192.766263,-1.645086
1022,-1.642000,-207.259967,-1.768777
1023,-1.640000,-210.158708,-1.793515
1024,-1.638000,-204.361226,-1.744039
1025,-1.636000,-198.563745,-1.694562
1026,-1.634000,-186.968782,-1.595610
1027,-1.632000,-186.968782,-1.595610
1028,-1.630000,-195.665004,-1.669824
1029,-1.628000,-207.259967,-1.768777
1030,-1.626000,-192.766263,-1.645086
1031,-1.624000,-201.462486,-1.719301
1032,-1.622000,-207.259967,-1.768777
1033,-1.620000,-195.665004,-1.669824
1034,-1.618000,-195.665004,-1.669824
1035,-1.616000,-207.259967,-1.768777
1036,-1.614000,-201.462486,-1.719301
1037,-1.612000,-192.766263,-1.645086
1038,-1.610000,-192.766263,-1.645086
1039,-1.608000,-186.968782,-1.595610
1040,-1.606000,-201.462486,-1.719301
1041,-1.604000,-213.057449,-1.818253
1042,-1.602000,-224.652412,-1.917206
1043,-1.600000,-221.753671,-1.892468
1044,-1.598000,-204.361226,-1.744039
1045,-1.596000,-198.563745,-1.694562
1046,-1.594000,-163.778855,-1.397705
1047,-1.592000,-172.475078,-1.471919
1048,-1.590000,-195.665004,-1.669824
1049,-1.588000,-201.462486,-1.719301
1050,-1.586000,-207.259967,-1.768777
1051,-1.584000,-198.563745,-1.694562
1052,-1.582000,-201.462486,-1.719301
1053,-1.580000,-198.563745,-1.694562
1054,-1.578000,-204.361226,-1.744039
1055,-1.576000,-204.361226,-1.744039
1056,-1.574000,-192.766263,-1.645086
1057,-1.572000,-201.462486,-1.719301
1058,-1.570000,-215.956190,-1.842991
1059,-1.568000,-213.057449,-1.818253
1060,-1.566000,-192.766263,-1.645086
1061,-1.564000,-178.272559,-1.521395
1062,-1.562000,-181.171300,-1.546134
1063,-1.560000,-195.665004,-1.669824
1064,-1.558000,-207.259967,-1.768777
1065,-1.556000,-207.259967,-1.768777
1066,-1.554000,-204.361226,-1.744039
1067,-1.552000,-184.070041,-1.570872
1068,-1.550000,-189.867522,-1.620348
1069,-1.548000,-192.766263,-1.645086
1070,-1.546000,-192.766263,-1.645086
1071,-1.544000,-204.361226,-1.744039
1072,-1.542000,-207.259967,-1.768777
1073,-1.540000,-215.956190,-1.842991
1074,-1.538000,-210.158708,-1.793515
1075,-1.536000,-192.766263,-1.645086
1076,-1.534000,-175.373818,-1.496657
1077,-1.532000,-178.272559,-1.521395
1078,-1.530000,-181.171300,-1.546134
1079,-1.528000,-204.361226,-1.744039
1080,-1.526000,-210.158708,-1.793515
1081,-1.524000,-210.158708,-1.793515
1082,-1.522000,-201.462486,-1.719301
1083,-1.520000,-181.171300,-1.546134
1084,-1.518000,-175.373818,-1.496657
1085,-1.516000,-178.272559,-1.521395
1086,-1.514000,-181.171300,-1.546134
1087,-1.512000,-201.462486,-1.719301
1088,-1.510000,-210.158708,-1.793515
1089,-1.508000,-215.956190,-1.842991
1090,-1.506000,-201.462486,-1.719301
1091,-1.504000,-201.462486,-1.719301
1092,-1.502000,-198.563745,-1.694562
1093,-1.500000,-198.563745,-1.694562
1094,-1.498000,-207.259967,-1.768777
1095,-1.496000,-218.854930,-1.867729
1096,-1.494000,-213.057449,-1.818253
1097,-1.492000,-192.766263,-1.645086
1098,-1.490000,-181.171300,-1.546134
1099,-1.488000,-178.272559,-1.521395
1100,-1.486000,-192.766263,-1.645086
1101,-1.484000,-213.057449,-1.818253
1102,-1.482000,-227.551153,-1.941944
1103,-1.480000,-224.652412,-1.917206
1104,-1.478000,-204.361226,-1.744039
1105,-1.476000,-175.373818,-1.496657
1106,-1.474000,-163.778855,-1.397705
1107,-1.472000,-189.867522,-1.620348
1108,-1.470000,-201.462486,-1.719301
1109,-1.468000,-233.348634,-1.991420
1110,-1.466000,-239.146116,-2.040896
1111,-1.464000,-213.057449,-1.818253
1112,-1.462000,-184.070041,-1.570872
1113,-1.460000,-149.285151,-1.274014
1114,-1.458000,-157.981374,-1.348229
1115,-1.456000,-186.968782,-1.595610
1116,-1.454000,-230.449894,-1.966682
1117,-1.452000,-250.741079,-2.139849
1118,-1.450000,-236.247375,-2.016158
1119,-1.448000,-198.563745,-1.694562
1120,-1.446000,-166.677596,-1.422443
1121,-1.444000,-160.880114,-1.372967
1122,-1.442000,-175.373818,-1.496657
1123,-1.440000,-207.259967,-1.768777
1124,-1.438000,-233.348634,-1.991420
1125,-1.436000,-230.449894,-1.966682
1126,-1.434000,-204.361226,-1.744039
1127,-1.432000,-178.272559,-1.521395
1128,-1.430000,-175.373818,-1.496657
1129,-1.428000,-175.373818,-1.496657
1130,-1.426000,-201.462486,-1.719301
1131,-1.424000,-207.259967,-1.768777
1132,-1.422000,-210.158708,-1.793515
1133,-1.420000,-192.766263,-1.645086
1134,-1.418000,-201.462486,-1.719301
1135,-1.416000,-192.766263,-1.645086
1136,-1.414000,-181.171300,-1.546134
1137,-1.412000,-172.475078,-1.471919
1138,-1.410000,-198.563745,-1.694562
1139,-1.408000,-218.854930,-1.867729
1140,-1.406000,-236.247375,-2.016158
1141,-1.404000,-221.753671,-1.892468
1142,-1.402000,-184.070041,-1.570872
1143,-1.400000,-160.880114,-1.372967
1144,-1.398000,-175.373818,-1.496657
1145,-1.396000,-192.766263,-1.645086
1146,-1.394000,-215.956190,-1.842991
1147,-1.392000,-224.652412,-1.917206
1148,-1.390000,-215.956190,-1.842991
1149,-1.388000,-192.766263,-1.645086
1150,-1.386000,-172.475078,-1.471919
1151,-1.384000,-181.171300,-1.546134
1152,-1.382000,-184.070041,-1.570872
1153,-1.380000,-201.462486,-1.719301
1154,-1.378000,-213.057449,-1.818253
1155,-1.376000,-213.057449,-1.818253
1156,-1.374000,-210.158708,-1.793515
1157,-1.372000,-195.665004,-1.669824
1158,-1.370000,-192.766263,-1.645086
1159,-1.368000,-195.665004,-1.669824
1160,-1.366000,-192.766263,-1.645086
1161,-1.364000,-186.968782,-1.595610
1162,-1.362000,-198.563745,-1.694562
1163,-1.360000,-201.462486,-1.719301
1164,-1.358000,-210.158708,-1.793515
1165,-1.356000,-207.259967,-1.768777
1166,-1.354000,-198.563745,-1.694562
1167,-1.352000,-184.070041,-1.570872
1168,-1.350000,-184.070041,-1.570872
1169,-1.348000,-181.171300,-1.546134
1170,-1.346000,-204.361226,-1.744039
1171,-1.344000,-210.158708,-1.793515
1172,-1.342000,-207.259967,-1.768777
1173,-1.340000,-201.462486,-1.719301
1174,-1.338000,-198.563745,-1.694562
1175,-1.336000,-184.070041,-1.570872
1176,-1.334000,-181.171300,-1.546134
1177,-1.332000,-210.158708,-1.793515
1178,-1.330000,-221.753671,-1.892468
1179,-1.328000,-227.551153,-1.941944
1180,-1.326000,-192.766263,-1.645086
1181,-1.324000,-172.475078,-1.471919
1182,-1.322000,-149.285151,-1.274014
1183,-1.320000,-169.576337,-1.447181
1184,-1.318000,-204.361226,-1.744039
1185,-1.316000,-233.348634,-1.991420
1186,-1.314000,-230.449894,-1.966682
1187,-1.312000,-210.158708,-1.793515
1188,-1.310000,-192.766263,-1.645086
1189,-1.308000,-169.576337,-1.447181
1190,-1.306000,-186.968782,-1.595610
1191,-1.304000,-201.462486,-1.719301
1192,-1.302000,-210.158708,-1.793515
1193,-1.300000,-201.462486,-1.719301
1194,-1.298000,-186.968782,-1.595610
1195,-1.296000,-195.665004,-1.669824
1196,-1.294000,-210.158708,-1.793515
1197,-1.292000,-213.057449,-1.818253
1198,-1.290000,-210.158708,-1.793515
1199,-1.288000,-210.158708,-1.793515
1200,-1.286000,-198.563745,-1.694562
1201,-1.284000,-186.968782,-1.595610
1202,-1.282000,-189.867522,-1.620348
1203,-1.280000,-189.867522,-1.620348
1204,-1.278000,-207.259967,-1.768777
1205,-1.276000,-221.753671,-1.892468
1206,-1.274000,-224.652412,-1.917206
1207,-1.272000,-207.259967,-1.768777
1208,-1.270000,-181.171300,-1.546134
1209,-1.268000,-181.171300,-1.546134
1210,-1.266000,-181.171300,-1.546134
1211,-1.264000,-189.867522,-1.620348
1212,-1.262000,-207.259967,-1.768777
1213,-1.260000,-218.854930,-1.867729
1214,-1.258000,-207.259967,-1.768777
1215,-1.256000,-201.462486,-1.719301
1216,-1.254000,-207.259967,-1.768777
1217,-1.252000,-207.259967,-1.768777
1218,-1.250000,-186.968782,-1.595610
1219,-1.248000,-184.070041,-1.570872
1220,-1.246000,-186.968782,-1.595610
1221,-1.244000,-198.563745,-1.694562
1222,-1.242000,-184.070041,-1.570872
1223,-1.240000,-204.361226,-1.744039
1224,-1.238000,-213.057449,-1.818253
1225,-1.236000,-213.057449,-1.818253
1226,-1.234000,-210.158708,-1.793515
1227,-1.232000,-207.259967,-1.768777
1228,-1.230000,-181.171300,-1.546134
1229,-1.228000,-178.272559,-1.521395
1230,-1.226000,-189.867522,-1.620348
1231,-1.224000,-192.766263,-1.645086
1232,-1.222000,-195.665004,-1.669824
1233,-1.220000,-207.259967,-1.768777
1234,-1.218000,-204.361226,-1.744039
1235,-1.216000,-195.665004,-1.669824
1236,-1.214000,-189.867522,-1.620348
1237,-1.212000,-184.070041,-1.570872
1238,-1.210000,-198.563745,-1.694562
1239,-1.208000,-213.057449,-1.818253
1240,-1.206000,-218.854930,-1.867729
1241,-1.204000,-215.956190,-1.842991
1242,-1.202000,-213.057449,-1.818253
1243,-1.200000,-192.766263,-1.645086
1244,-1.198000,-175.373818,-1.496657
1245,-1.196000,-166.677596,-1.422443
1246,-1.194000,-178.272559,-1.521395
1247,-1.192000,-195.665004,-1.669824
1248,-1.190000,-201.462486,-1.719301
1249,-1.188000,-215.956190,-1.842991
1250,-1.186000,-210.158708,-1.793515
1251,-1.184000,-213.057449,-1.818253
1252,-1.182000,-201.462486,-1.719301
1253,-1.180000,-184.070041,-1.570872
1254,-1.178000,-166.677596,-1.422443
1255,-1.176000,-178.272559,-1.521395
1256,-1.174000,-195.665004,-1.669824
1257,-1.172000,-221.753671,-1.892468
1258,-1.170000,-224.652412,-1.917206
1259,-1.168000,-210.158708,-1.793515
1260,-1.166000,-186.968782,-1.595610
1261,-1.164000,-169.576337,-1.447181
1262,-1.162000,-181.171300,-1.546134
