[Shared Parameters]

Comment,Charpy Impact, 
Span,40.000,mm

[Shared Data]

Test Name,NO1-C1045HR-RT,
Instrument,8250,
Operator,NO1-C,
Date,10/27/2025 4:24:55 PM,

[Step [1] Data]

Specimen ID,1045HR,RT,NR 0.1081,
Impact Height (Nominal),745.000,mm
Total Mass,12.751,kg
Width,7.680,mm
Thickness,9.290,mm
Start Velocity,3.774,m/s
Start Time,0.000,ms
Total Time,0.408,ms
Peak Force,18064.953,N
Total Energy,6.048,J

