[N01-C-ABS-BW]
[Specimen: 1]
[Channel: 1]

[Calculated Data]

Point ID,Time [ms],Force [N],Energy [J],Displacement [mm],Velocity [m/s],Voltage Ch1 [mV]
85,5.960000,479.757251,1.313582,7.026559,4.158107,41.123714
86,5.980000,442.694459,1.351933,7.109708,4.156815,39.837481
87,6.000000,452.989679,1.389159,7.192832,4.155567,40.194768
88,6.020000,436.517327,1.426117,7.275931,4.154329,39.623109
89,6.040000,455.048723,1.463150,7.359005,4.153088,40.266226
90,6.060000,448.871591,1.500685,7.442055,4.151827,40.051853
91,6.080000,448.871591,1.537953,7.525079,4.150575,40.051853
92,6.100000,452.989679,1.575379,7.608078,4.149317,40.194768
93,6.120000,442.694459,1.612538,7.691051,4.148069,39.837481
94,6.140000,483.875338,1.650967,7.774000,4.146771,41.266629
95,6.160000,461.225855,1.690152,7.856922,4.145444,40.480598
96,6.180000,485.934382,1.729410,7.939817,4.144113,41.338086
97,6.200000,494.170558,1.770019,8.022686,4.142728,41.623916
98,6.220000,529.174306,1.812406,8.105526,4.141274,42.838691
99,6.240000,516.820042,1.855716,8.188337,4.139784,42.409947
100,6.260000,525.056218,1.898839,8.271117,4.138300,42.695776
101,6.280000,549.764746,1.943310,8.353868,4.136763,43.553264
102,6.300000,572.414230,1.989723,8.436587,4.135150,44.339295
103,6.320000,570.355186,2.036969,8.519274,4.133504,44.267838
104,6.340000,566.237098,2.083941,8.601927,4.131867,44.124923
105,6.360000,566.237098,2.130724,8.684548,4.130237,44.124923
106,6.380000,574.473274,2.177828,8.767137,4.128594,44.410753
107,6.400000,615.654154,2.226953,8.849691,4.126871,45.839900
108,6.420000,605.358934,2.277332,8.932211,4.125099,45.482613
109,6.440000,630.067462,2.328283,9.014695,4.123303,46.340102
110,6.460000,636.244594,2.380486,9.097143,4.121457,46.554474
111,6.480000,640.362682,2.433089,9.179553,4.119595,46.697388
112,6.500000,632.126506,2.485498,9.261927,4.117739,46.411559
113,6.520000,654.775990,2.538477,9.344263,4.115861,47.197590
114,6.540000,700.074958,2.594227,9.426560,4.113872,48.769652
115,6.560000,704.193046,2.651982,9.508817,4.111804,48.912567
