[Shared Parameters]

Comment,Plate Impact, 76mm support dia, 12.7mm hemispherical tup tip, 

[Shared Data]

Test Name,N01-B-PMMA-0C,
Instrument,8200,
Operator,N01-B,
Date,10/27/2025 5:38:56 PM,

[Step [1] Data]

Specimen ID,PMMA,0C,
Impact Height (Nominal),770.000,mm
Total Mass,6.202,kg
Thickness,2.990,mm
Start Velocity,3.852,m/s
Start Time,4.980,ms
Total Time,6.860,ms
Peak Force,642.190,N
Total Energy,1.824,J

