[N01-D-2024-NU]
[Specimen: 1]
[Channel: 1]

[Calculated Data]

Point ID,Time [ms],Force [N],Energy [J],Displacement [mm],Velocity [m/s],Voltage Ch1 [mV]
83,0.164000,7514.805609,2.229375,0.622023,3.763512,68.248339
84,0.166000,7584.013336,2.286191,0.629549,3.762350,68.861693
85,0.168000,7615.733543,2.343368,0.637073,3.761180,69.142813
86,0.170000,7601.315267,2.400594,0.644594,3.760009,69.015031
87,0.172000,7491.736367,2.457335,0.652113,3.758847,68.043888
88,0.174000,7275.462223,2.512834,0.659629,3.757711,66.127159
89,0.176000,7010.165939,2.566508,0.667144,3.756613,63.775971
90,0.178000,6744.869655,2.618173,0.674656,3.755556,61.424783
91,0.180000,6502.642613,2.667918,0.682166,3.754539,59.278046
92,0.182000,6344.041573,2.716145,0.689674,3.753553,57.872445
93,0.184000,6269.066537,2.763483,0.697180,3.752586,57.207979
94,0.186000,6237.346329,2.810409,0.704684,3.751626,56.926859
95,0.188000,6225.811708,2.857160,0.712187,3.750671,56.824633
96,0.190000,6173.905913,2.903661,0.719687,3.749720,56.364618
97,0.192000,6130.651084,2.949794,0.727186,3.748777,55.981272
98,0.194000,6113.349153,2.995688,0.734682,3.747838,55.827934
99,0.196000,6110.465497,3.041496,0.742177,3.746901,55.802377
100,0.198000,6084.512600,3.087183,0.749670,3.745966,55.572370
101,0.200000,5998.002942,3.132438,0.757161,3.745040,54.805678
102,0.202000,5842.285558,3.176775,0.764650,3.744133,53.425633
103,0.204000,5646.197000,3.219785,0.772137,3.743254,51.687799
104,0.206000,5481.828651,3.261435,0.779623,3.742403,50.231084
105,0.208000,5424.155545,3.302245,0.787107,3.741569,49.719957
106,0.210000,5470.294030,3.343003,0.794589,3.740736,50.128859
107,0.212000,5562.570998,3.384269,0.802070,3.739892,50.946663
108,0.214000,5640.429690,3.426163,0.809549,3.739035,51.636686
109,0.216000,5683.684519,3.468499,0.817026,3.738168,52.020032
110,0.218000,5712.521071,3.511095,0.824502,3.737296,52.275596
111,0.220000,5729.823003,3.553853,0.831975,3.736420,52.428934
112,0.222000,5799.030729,3.596925,0.839447,3.735537,53.042287
113,0.224000,5888.424042,3.640578,0.846917,3.734642,53.834535
114,0.226000,5992.235632,3.684943,0.854386,3.733732,54.754565
115,0.228000,6084.512600,3.730029,0.861852,3.732807,55.572370
116,0.230000,6136.418395,3.775641,0.869317,3.731870,56.032385
117,0.232000,6191.207845,3.821641,0.876780,3.730925,56.517956
118,0.234000,6260.415571,3.868091,0.884241,3.729970,57.131310
119,0.236000,6338.274263,3.915077,0.891700,3.729004,57.821332
120,0.238000,6424.783921,3.962664,0.899157,3.728024,58.588024
121,0.240000,6511.293579,4.010884,0.906612,3.727032,59.354716
122,0.242000,6577.617650,4.059660,0.914065,3.726027,59.942513
123,0.244000,6577.617650,4.108670,0.921516,3.725017,59.942513
124,0.246000,6528.595510,4.157485,0.928965,3.724011,59.508054
125,0.248000,6419.016610,4.205695,0.936412,3.723017,58.536911
126,0.250000,6266.182881,4.252916,0.943857,3.722044,57.182423
127,0.252000,6070.094324,4.298827,0.951300,3.721098,55.444588
128,0.254000,5871.122111,4.343256,0.958741,3.720183,53.681197
129,0.256000,5712.521071,4.386344,0.966181,3.719296,52.275596
130,0.258000,5594.291206,4.428393,0.973619,3.718431,51.227784
131,0.260000,5536.618101,4.469777,0.981055,3.717580,50.716656
132,0.262000,5530.850790,4.510917,0.988489,3.716733,50.665543
133,0.264000,5525.083479,4.552004,0.995922,3.715888,50.614430
134,0.266000,5493.363272,4.592943,1.003352,3.715045,50.333310
135,0.268000,5476.061340,4.633690,1.010782,3.714206,50.179972
136,0.270000,5513.548858,4.674503,1.018209,3.713366,50.512205
137,0.272000,5542.385411,4.715553,1.025635,3.712520,50.767769
138,0.274000,5553.920032,4.756744,1.033059,3.711671,50.869994
139,0.276000,5527.967135,4.797872,1.040482,3.710824,50.639987
140,0.278000,5467.410374,4.838669,1.047903,3.709983,50.103303
141,0.280000,5398.202648,4.878976,1.055322,3.709152,49.489949
142,0.282000,5366.482440,4.918899,1.062739,3.708329,49.208829
143,0.284000,5447.224787,4.958995,1.070155,3.707502,49.924408
144,0.286000,5600.058516,4.999948,1.077569,3.706658,51.278896
145,0.288000,5807.681695,5.042228,1.084982,3.705784,53.118957
146,0.290000,6003.770253,5.085993,1.092392,3.704880,54.856791
147,0.292000,6182.556879,5.131136,1.099801,3.703946,56.441287
148,0.294000,6355.576195,5.177571,1.107208,3.702984,57.974671
149,0.296000,6540.130131,5.225317,1.114613,3.701994,59.610280
150,0.298000,6739.102344,5.274470,1.122016,3.700975,61.373670
151,0.300000,6909.238005,5.324975,1.129417,3.699926,62.881497
