[NO1-A-1045HR-RT]
[Specimen: 1]
[Channel: 1]

[Calculated Data]

Point ID,Time [ms],Force [N],Energy [J],Displacement [mm],Velocity [m/s],Voltage Ch1 [mV]
561,-2.678000,-91.310335,-0.779251
562,-2.676000,-117.399002,-1.001895
563,-2.674000,-143.487670,-1.224538
564,-2.672000,-160.880114,-1.372967
565,-2.670000,-152.183892,-1.298752
566,-2.668000,-123.196484,-1.051371
567,-2.666000,-97.107817,-0.828728
568,-2.664000,-91.310335,-0.779251
569,-2.662000,-102.905298,-0.878204
570,-2.660000,-137.690188,-1.175062
571,-2.658000,-149.285151,-1.274014
572,-2.656000,-163.778855,-1.397705
573,-2.654000,-131.892706,-1.125585
574,-2.652000,-100.006558,-0.853466
575,-2.650000,-79.715372,-0.680299
576,-2.648000,-88.411594,-0.754513
577,-2.646000,-117.399002,-1.001895
578,-2.644000,-152.183892,-1.298752
579,-2.642000,-163.778855,-1.397705
580,-2.640000,-149.285151,-1.274014
581,-2.638000,-120.297743,-1.026633
582,-2.636000,-108.702780,-0.927680
583,-2.634000,-102.905298,-0.878204
584,-2.632000,-117.399002,-1.001895
585,-2.630000,-128.993966,-1.100847
586,-2.628000,-140.588929,-1.199800
587,-2.626000,-140.588929,-1.199800
588,-2.624000,-143.487670,-1.224538
589,-2.622000,-137.690188,-1.175062
590,-2.620000,-120.297743,-1.026633
591,-2.618000,-111.601521,-0.952418
592,-2.616000,-117.399002,-1.001895
593,-2.614000,-126.095225,-1.076109
594,-2.612000,-123.196484,-1.051371
595,-2.610000,-140.588929,-1.199800
596,-2.608000,-117.399002,-1.001895
597,-2.606000,-111.601521,-0.952418
598,-2.604000,-105.804039,-0.902942
599,-2.602000,-117.399002,-1.001895
600,-2.600000,-131.892706,-1.125585
601,-2.598000,-131.892706,-1.125585
602,-2.596000,-140.588929,-1.199800
603,-2.594000,-126.095225,-1.076109
604,-2.592000,-137.690188,-1.175062
605,-2.590000,-120.297743,-1.026633
606,-2.588000,-126.095225,-1.076109
607,-2.586000,-117.399002,-1.001895
608,-2.584000,-114.500262,-0.977156
609,-2.582000,-120.297743,-1.026633
610,-2.580000,-114.500262,-0.977156
611,-2.578000,-126.095225,-1.076109
612,-2.576000,-120.297743,-1.026633
613,-2.574000,-117.399002,-1.001895
614,-2.572000,-108.702780,-0.927680
615,-2.570000,-108.702780,-0.927680
616,-2.568000,-120.297743,-1.026633
617,-2.566000,-131.892706,-1.125585
618,-2.564000,-149.285151,-1.274014
619,-2.562000,-149.285151,-1.274014
620,-2.560000,-134.791447,-1.150323
621,-2.558000,-117.399002,-1.001895
622,-2.556000,-114.500262,-0.977156
623,-2.554000,-123.196484,-1.051371
624,-2.552000,-134.791447,-1.150323
625,-2.550000,-137.690188,-1.175062
626,-2.548000,-123.196484,-1.051371
627,-2.546000,-114.500262,-0.977156
628,-2.544000,-126.095225,-1.076109
629,-2.542000,-134.791447,-1.150323
630,-2.540000,-149.285151,-1.274014
631,-2.538000,-155.082633,-1.323490
632,-2.536000,-134.791447,-1.150323
633,-2.534000,-108.702780,-0.927680
634,-2.532000,-97.107817,-0.828728
635,-2.530000,-91.310335,-0.779251
636,-2.528000,-111.601521,-0.952418
637,-2.526000,-140.588929,-1.199800
638,-2.524000,-149.285151,-1.274014
639,-2.522000,-140.588929,-1.199800
640,-2.520000,-126.095225,-1.076109
641,-2.518000,-111.601521,-0.952418
642,-2.516000,-102.905298,-0.878204
643,-2.514000,-111.601521,-0.952418
644,-2.512000,-123.196484,-1.051371
645,-2.510000,-143.487670,-1.224538
646,-2.508000,-146.386410,-1.249276
647,-2.506000,-137.690188,-1.175062
648,-2.504000,-120.297743,-1.026633
649,-2.502000,-97.107817,-0.828728
650,-2.500000,-105.804039,-0.902942
651,-2.498000,-114.500262,-0.977156
652,-2.496000,-126.095225,-1.076109
653,-2.494000,-137.690188,-1.175062
654,-2.492000,-152.183892,-1.298752
655,-2.490000,-149.285151,-1.274014
656,-2.488000,-128.993966,-1.100847
657,-2.486000,-123.196484,-1.051371
658,-2.484000,-100.006558,-0.853466
659,-2.482000,-102.905298,-0.878204
660,-2.480000,-114.500262,-0.977156
661,-2.478000,-134.791447,-1.150323
662,-2.476000,-137.690188,-1.175062
663,-2.474000,-140.588929,-1.199800
664,-2.472000,-143.487670,-1.224538
665,-2.470000,-117.399002,-1.001895
666,-2.468000,-120.297743,-1.026633
667,-2.466000,-117.399002,-1.001895
668,-2.464000,-126.095225,-1.076109
669,-2.462000,-126.095225,-1.076109
670,-2.460000,-111.601521,-0.952418
671,-2.458000,-120.297743,-1.026633
672,-2.456000,-126.095225,-1.076109
673,-2.454000,-131.892706,-1.125585
674,-2.452000,-126.095225,-1.076109
675,-2.450000,-126.095225,-1.076109
676,-2.448000,-108.702780,-0.927680
677,-2.446000,-123.196484,-1.051371
678,-2.444000,-126.095225,-1.076109
679,-2.442000,-123.196484,-1.051371
680,-2.440000,-128.993966,-1.100847
681,-2.438000,-131.892706,-1.125585
682,-2.436000,-123.196484,-1.051371
683,-2.434000,-108.702780,-0.927680
684,-2.432000,-111.601521,-0.952418
685,-2.430000,-131.892706,-1.125585
686,-2.428000,-152.183892,-1.298752
687,-2.426000,-137.690188,-1.175062
688,-2.424000,-126.095225,-1.076109
689,-2.422000,-97.107817,-0.828728
690,-2.420000,-94.209076,-0.803989
691,-2.418000,-102.905298,-0.878204
692,-2.416000,-134.791447,-1.150323
693,-2.414000,-157.981374,-1.348229
694,-2.412000,-157.981374,-1.348229
695,-2.410000,-123.196484,-1.051371
696,-2.408000,-73.917890,-0.630823
697,-2.406000,-88.411594,-0.754513
698,-2.404000,-111.601521,-0.952418
699,-2.402000,-140.588929,-1.199800
700,-2.400000,-160.880114,-1.372967
701,-2.398000,-149.285151,-1.274014
702,-2.396000,-134.791447,-1.150323
703,-2.394000,-114.500262,-0.977156
704,-2.392000,-91.310335,-0.779251
705,-2.390000,-100.006558,-0.853466
706,-2.388000,-114.500262,-0.977156
707,-2.386000,-131.892706,-1.125585
708,-2.384000,-143.487670,-1.224538
709,-2.382000,-128.993966,-1.100847
710,-2.380000,-120.297743,-1.026633
711,-2.378000,-100.006558,-0.853466
712,-2.376000,-117.399002,-1.001895
713,-2.374000,-137.690188,-1.175062
714,-2.372000,-146.386410,-1.249276
715,-2.370000,-131.892706,-1.125585
716,-2.368000,-123.196484,-1.051371
717,-2.366000,-120.297743,-1.026633
718,-2.364000,-102.905298,-0.878204
719,-2.362000,-105.804039,-0.902942
720,-2.360000,-102.905298,-0.878204
721,-2.358000,-128.993966,-1.100847
722,-2.356000,-137.690188,-1.175062
723,-2.354000,-146.386410,-1.249276
724,-2.352000,-120.297743,-1.026633
725,-2.350000,-120.297743,-1.026633
726,-2.348000,-114.500262,-0.977156
727,-2.346000,-123.196484,-1.051371
728,-2.344000,-128.993966,-1.100847
729,-2.342000,-131.892706,-1.125585
730,-2.340000,-131.892706,-1.125585
731,-2.338000,-123.196484,-1.051371
732,-2.336000,-123.196484,-1.051371
733,-2.334000,-117.399002,-1.001895
734,-2.332000,-114.500262,-0.977156
735,-2.330000,-123.196484,-1.051371
736,-2.328000,-134.791447,-1.150323
737,-2.326000,-143.487670,-1.224538
738,-2.324000,-134.791447,-1.150323
739,-2.322000,-143.487670,-1.224538
740,-2.320000,-131.892706,-1.125585
741,-2.318000,-117.399002,-1.001895
742,-2.316000,-102.905298,-0.878204
743,-2.314000,-108.702780,-0.927680
744,-2.312000,-114.500262,-0.977156
745,-2.310000,-131.892706,-1.125585
746,-2.308000,-143.487670,-1.224538
747,-2.306000,-137.690188,-1.175062
748,-2.304000,-134.791447,-1.150323
749,-2.302000,-131.892706,-1.125585
750,-2.300000,-120.297743,-1.026633
751,-2.298000,-108.702780,-0.927680
752,-2.296000,-105.804039,-0.902942
753,-2.294000,-91.310335,-0.779251
754,-2.292000,-111.601521,-0.952418
755,-2.290000,-134.791447,-1.150323
756,-2.288000,-152.183892,-1.298752
757,-2.286000,-152.183892,-1.298752
758,-2.284000,-137.690188,-1.175062
759,-2.282000,-105.804039,-0.902942
760,-2.280000,-97.107817,-0.828728
761,-2.278000,-100.006558,-0.853466
762,-2.276000,-111.601521,-0.952418
763,-2.274000,-149.285151,-1.274014
764,-2.272000,-155.082633,-1.323490
765,-2.270000,-155.082633,-1.323490
766,-2.268000,-126.095225,-1.076109
767,-2.266000,-100.006558,-0.853466
768,-2.264000,-88.411594,-0.754513
769,-2.262000,-97.107817,-0.828728
770,-2.260000,-123.196484,-1.051371
771,-2.258000,-131.892706,-1.125585
772,-2.256000,-149.285151,-1.274014
773,-2.254000,-146.386410,-1.249276
774,-2.252000,-134.791447,-1.150323
775,-2.250000,-114.500262,-0.977156
776,-2.248000,-100.006558,-0.853466
777,-2.246000,-111.601521,-0.952418
778,-2.244000,-128.993966,-1.100847
779,-2.242000,-128.993966,-1.100847
780,-2.240000,-134.791447,-1.150323
781,-2.238000,-123.196484,-1.051371
782,-2.236000,-114.500262,-0.977156
783,-2.234000,-108.702780,-0.927680
784,-2.232000,-111.601521,-0.952418
785,-2.230000,-134.791447,-1.150323
786,-2.228000,-143.487670,-1.224538
787,-2.226000,-137.690188,-1.175062
788,-2.224000,-105.804039,-0.902942
789,-2.222000,-111.601521,-0.952418
790,-2.220000,-111.601521,-0.952418
791,-2.218000,-126.095225,-1.076109
792,-2.216000,-155.082633,-1.323490
793,-2.214000,-166.677596,-1.422443
794,-2.212000,-155.082633,-1.323490
795,-2.210000,-134.791447,-1.150323
796,-2.208000,-108.702780,-0.927680
797,-2.206000,-108.702780,-0.927680
798,-2.204000,-117.399002,-1.001895
799,-2.202000,-131.892706,-1.125585
800,-2.200000,-131.892706,-1.125585
801,-2.198000,-128.993966,-1.100847
802,-2.196000,-123.196484,-1.051371
803,-2.194000,-111.601521,-0.952418
804,-2.192000,-111.601521,-0.952418
805,-2.190000,-111.601521,-0.952418
806,-2.188000,-134.791447,-1.150323
807,-2.186000,-140.588929,-1.199800
808,-2.184000,-134.791447,-1.150323
809,-2.182000,-117.399002,-1.001895
810,-2.180000,-105.804039,-0.902942
811,-2.178000,-94.209076,-0.803989
812,-2.176000,-100.006558,-0.853466
813,-2.174000,-123.196484,-1.051371
814,-2.172000,-140.588929,-1.199800
815,-2.170000,-134.791447,-1.150323
816,-2.168000,-126.095225,-1.076109
817,-2.166000,-100.006558,-0.853466
818,-2.164000,-105.804039,-0.902942
819,-2.162000,-117.399002,-1.001895
820,-2.160000,-146.386410,-1.249276
821,-2.158000,-149.285151,-1.274014
822,-2.156000,-143.487670,-1.224538
823,-2.154000,-126.095225,-1.076109
824,-2.152000,-117.399002,-1.001895
825,-2.150000,-117.399002,-1.001895
826,-2.148000,-123.196484,-1.051371
827,-2.146000,-126.095225,-1.076109
828,-2.144000,-126.095225,-1.076109
829,-2.142000,-123.196484,-1.051371
830,-2.140000,-120.297743,-1.026633
831,-2.138000,-126.095225,-1.076109
832,-2.136000,-111.601521,-0.952418
833,-2.134000,-117.399002,-1.001895
834,-2.132000,-120.297743,-1.026633
835,-2.130000,-126.095225,-1.076109
836,-2.128000,-128.993966,-1.100847
837,-2.126000,-117.399002,-1.001895
838,-2.124000,-111.601521,-0.952418
839,-2.122000,-108.702780,-0.927680
840,-2.120000,-111.601521,-0.952418
841,-2.118000,-131.892706,-1.125585
842,-2.116000,-131.892706,-1.125585
843,-2.114000,-137.690188,-1.175062
844,-2.112000,-131.892706,-1.125585
845,-2.110000,-131.892706,-1.125585
846,-2.108000,-126.095225,-1.076109
847,-2.106000,-123.196484,-1.051371
848,-2.104000,-123.196484,-1.051371
849,-2.102000,-120.297743,-1.026633
850,-2.100000,-134.791447,-1.150323
851,-2.098000,-143.487670,-1.224538
852,-2.096000,-134.791447,-1.150323
853,-2.094000,-126.095225,-1.076109
854,-2.092000,-117.399002,-1.001895
855,-2.090000,-108.702780,-0.927680
856,-2.088000,-105.804039,-0.902942
857,-2.086000,-111.601521,-0.952418
858,-2.084000,-128.993966,-1.100847
859,-2.082000,-140.588929,-1.199800
860,-2.080000,-137.690188,-1.175062
861,-2.078000,-126.095225,-1.076109
862,-2.076000,-120.297743,-1.026633
863,-2.074000,-126.095225,-1.076109
864,-2.072000,-120.297743,-1.026633
865,-2.070000,-105.804039,-0.902942
866,-2.068000,-105.804039,-0.902942
867,-2.066000,-111.601521,-0.952418
868,-2.064000,-128.993966,-1.100847
869,-2.062000,-134.791447,-1.150323
870,-2.060000,-140.588929,-1.199800
871,-2.058000,-126.095225,-1.076109
872,-2.056000,-123.196484,-1.051371
873,-2.054000,-123.196484,-1.051371
874,-2.052000,-123.196484,-1.051371
875,-2.050000,-120.297743,-1.026633
876,-2.048000,-123.196484,-1.051371
877,-2.046000,-120.297743,-1.026633
878,-2.044000,-123.196484,-1.051371
879,-2.042000,-134.791447,-1.150323
880,-2.040000,-131.892706,-1.125585
881,-2.038000,-123.196484,-1.051371
882,-2.036000,-111.601521,-0.952418
883,-2.034000,-100.006558,-0.853466
884,-2.032000,-108.702780,-0.927680
885,-2.030000,-134.791447,-1.150323
886,-2.028000,-143.487670,-1.224538
887,-2.026000,-134.791447,-1.150323
888,-2.024000,-120.297743,-1.026633
889,-2.022000,-108.702780,-0.927680
890,-2.020000,-111.601521,-0.952418
891,-2.018000,-120.297743,-1.026633
892,-2.016000,-131.892706,-1.125585
893,-2.014000,-143.487670,-1.224538
894,-2.012000,-143.487670,-1.224538
895,-2.010000,-131.892706,-1.125585
896,-2.008000,-117.399002,-1.001895
897,-2.006000,-102.905298,-0.878204
898,-2.004000,-100.006558,-0.853466
899,-2.002000,-120.297743,-1.026633
900,-2.000000,-143.487670,-1.224538
901,-1.998000,-146.386410,-1.249276
902,-1.996000,-117.399002,-1.001895
903,-1.994000,-102.905298,-0.878204
904,-1.992000,-102.905298,-0.878204
905,-1.990000,-108.702780,-0.927680
906,-1.988000,-131.892706,-1.125585
907,-1.986000,-146.386410,-1.249276
908,-1.984000,-146.386410,-1.249276
909,-1.982000,-131.892706,-1.125585
910,-1.980000,-102.905298,-0.878204
911,-1.978000,-100.006558,-0.853466
912,-1.976000,-111.601521,-0.952418
913,-1.974000,-120.297743,-1.026633
914,-1.972000,-140.588929,-1.199800
915,-1.970000,-146.386410,-1.249276
916,-1.968000,-143.487670,-1.224538
917,-1.966000,-111.601521,-0.952418
918,-1.964000,-117.399002,-1.001895
919,-1.962000,-102.905298,-0.878204
920,-1.960000,-111.601521,-0.952418
921,-1.958000,-117.399002,-1.001895
922,-1.956000,-128.993966,-1.100847
923,-1.954000,-137.690188,-1.175062
924,-1.952000,-146.386410,-1.249276
925,-1.950000,-131.892706,-1.125585
926,-1.948000,-134.791447,-1.150323
927,-1.946000,-128.993966,-1.100847
928,-1.944000,-126.095225,-1.076109
929,-1.942000,-114.500262,-0.977156
930,-1.940000,-120.297743,-1.026633
931,-1.938000,-126.095225,-1.076109
932,-1.936000,-120.297743,-1.026633
933,-1.934000,-123.196484,-1.051371
934,-1.932000,-100.006558,-0.853466
935,-1.930000,-123.196484,-1.051371
936,-1.928000,-126.095225,-1.076109
937,-1.926000,-137.690188,-1.175062
938,-1.924000,-126.095225,-1.076109
939,-1.922000,-120.297743,-1.026633
940,-1.920000,-111.601521,-0.952418
941,-1.918000,-123.196484,-1.051371
942,-1.916000,-126.095225,-1.076109
943,-1.914000,-137.690188,-1.175062
944,-1.912000,-134.791447,-1.150323
945,-1.910000,-128.993966,-1.100847
946,-1.908000,-111.601521,-0.952418
947,-1.906000,-117.399002,-1.001895
948,-1.904000,-128.993966,-1.100847
949,-1.902000,-137.690188,-1.175062
950,-1.900000,-140.588929,-1.199800
951,-1.898000,-126.095225,-1.076109
952,-1.896000,-131.892706,-1.125585
953,-1.894000,-123.196484,-1.051371
954,-1.892000,-143.487670,-1.224538
955,-1.890000,-140.588929,-1.199800
956,-1.888000,-134.791447,-1.150323
957,-1.886000,-105.804039,-0.902942
958,-1.884000,-97.107817,-0.828728
959,-1.882000,-102.905298,-0.878204
960,-1.880000,-126.095225,-1.076109
961,-1.878000,-140.588929,-1.199800
962,-1.876000,-137.690188,-1.175062
963,-1.874000,-114.500262,-0.977156
964,-1.872000,-97.107817,-0.828728
965,-1.870000,-97.107817,-0.828728
966,-1.868000,-114.500262,-0.977156
967,-1.866000,-128.993966,-1.100847
968,-1.864000,-140.588929,-1.199800
969,-1.862000,-140.588929,-1.199800
970,-1.860000,-134.791447,-1.150323
971,-1.858000,-128.993966,-1.100847
972,-1.856000,-114.500262,-0.977156
973,-1.854000,-117.399002,-1.001895
974,-1.852000,-108.702780,-0.927680
975,-1.850000,-111.601521,-0.952418
976,-1.848000,-131.892706,-1.125585
977,-1.846000,-140.588929,-1.199800
978,-1.844000,-143.487670,-1.224538
979,-1.842000,-128.993966,-1.100847
980,-1.840000,-123.196484,-1.051371
981,-1.838000,-111.601521,-0.952418
982,-1.836000,-100.006558,-0.853466
983,-1.834000,-123.196484,-1.051371
984,-1.832000,-149.285151,-1.274014
985,-1.830000,-163.778855,-1.397705
986,-1.828000,-149.285151,-1.274014
987,-1.826000,-128.993966,-1.100847
988,-1.824000,-102.905298,-0.878204
989,-1.822000,-94.209076,-0.803989
990,-1.820000,-100.006558,-0.853466
991,-1.818000,-108.702780,-0.927680
992,-1.816000,-143.487670,-1.224538
993,-1.814000,-166.677596,-1.422443
994,-1.812000,-160.880114,-1.372967
995,-1.810000,-131.892706,-1.125585
996,-1.808000,-108.702780,-0.927680
997,-1.806000,-85.512854,-0.729775
998,-1.804000,-91.310335,-0.779251
999,-1.802000,-123.196484,-1.051371
1000,-1.800000,-152.183892,-1.298752
1001,-1.798000,-169.576337,-1.447181
1002,-1.796000,-163.778855,-1.397705
1003,-1.794000,-131.892706,-1.125585
1004,-1.792000,-102.905298,-0.878204
1005,-1.790000,-88.411594,-0.754513
1006,-1.788000,-94.209076,-0.803989
1007,-1.786000,-114.500262,-0.977156
1008,-1.784000,-149.285151,-1.274014
1009,-1.782000,-155.082633,-1.323490
1010,-1.780000,-137.690188,-1.175062
1011,-1.778000,-114.500262,-0.977156
1012,-1.776000,-97.107817,-0.828728
1013,-1.774000,-100.006558,-0.853466
1014,-1.772000,-108.702780,-0.927680
1015,-1.770000,-120.297743,-1.026633
1016,-1.768000,-134.791447,-1.150323
1017,-1.766000,-146.386410,-1.249276
1018,-1.764000,-140.588929,-1.199800
1019,-1.762000,-134.791447,-1.150323
1020,-1.760000,-108.702780,-0.927680
1021,-1.758000,-108.702780,-0.927680
1022,-1.756000,-120.297743,-1.026633
1023,-1.754000,-137.690188,-1.175062
1024,-1.752000,-140.588929,-1.199800
1025,-1.750000,-126.095225,-1.076109
1026,-1.748000,-108.702780,-0.927680
1027,-1.746000,-114.500262,-0.977156
1028,-1.744000,-108.702780,-0.927680
1029,-1.742000,-126.095225,-1.076109
1030,-1.740000,-146.386410,-1.249276
1031,-1.738000,-143.487670,-1.224538
1032,-1.736000,-128.993966,-1.100847
1033,-1.734000,-117.399002,-1.001895
1034,-1.732000,-102.905298,-0.878204
1035,-1.730000,-102.905298,-0.878204
1036,-1.728000,-111.601521,-0.952418
1037,-1.726000,-123.196484,-1.051371
1038,-1.724000,-155.082633,-1.323490
1039,-1.722000,-143.487670,-1.224538
1040,-1.720000,-134.791447,-1.150323
1041,-1.718000,-117.399002,-1.001895
1042,-1.716000,-105.804039,-0.902942
1043,-1.714000,-114.500262,-0.977156
1044,-1.712000,-126.095225,-1.076109
1045,-1.710000,-134.791447,-1.150323
1046,-1.708000,-140.588929,-1.199800
1047,-1.706000,-131.892706,-1.125585
1048,-1.704000,-120.297743,-1.026633
1049,-1.702000,-105.804039,-0.902942
1050,-1.700000,-102.905298,-0.878204
1051,-1.698000,-117.399002,-1.001895
1052,-1.696000,-123.196484,-1.051371
1053,-1.694000,-152.183892,-1.298752
1054,-1.692000,-146.386410,-1.249276
1055,-1.690000,-134.791447,-1.150323
1056,-1.688000,-111.601521,-0.952418
1057,-1.686000,-102.905298,-0.878204
1058,-1.684000,-111.601521,-0.952418
1059,-1.682000,-123.196484,-1.051371
1060,-1.680000,-137.690188,-1.175062
1061,-1.678000,-140.588929,-1.199800
1062,-1.676000,-137.690188,-1.175062
1063,-1.674000,-126.095225,-1.076109
1064,-1.672000,-117.399002,-1.001895
1065,-1.670000,-108.702780,-0.927680
1066,-1.668000,-105.804039,-0.902942
1067,-1.666000,-114.500262,-0.977156
1068,-1.664000,-131.892706,-1.125585
1069,-1.662000,-137.690188,-1.175062
1070,-1.660000,-137.690188,-1.175062
1071,-1.658000,-134.791447,-1.150323
1072,-1.656000,-126.095225,-1.076109
1073,-1.654000,-120.297743,-1.026633
1074,-1.652000,-117.399002,-1.001895
1075,-1.650000,-126.095225,-1.076109
1076,-1.648000,-131.892706,-1.125585
1077,-1.646000,-123.196484,-1.051371
1078,-1.644000,-123.196484,-1.051371
1079,-1.642000,-120.297743,-1.026633
1080,-1.640000,-117.399002,-1.001895
1081,-1.638000,-126.095225,-1.076109
1082,-1.636000,-120.297743,-1.026633
1083,-1.634000,-123.196484,-1.051371
1084,-1.632000,-108.702780,-0.927680
1085,-1.630000,-126.095225,-1.076109
1086,-1.628000,-126.095225,-1.076109
1087,-1.626000,-131.892706,-1.125585
1088,-1.624000,-134.791447,-1.150323
1089,-1.622000,-123.196484,-1.051371
1090,-1.620000,-114.500262,-0.977156
1091,-1.618000,-123.196484,-1.051371
1092,-1.616000,-140.588929,-1.199800
1093,-1.614000,-146.386410,-1.249276
1094,-1.612000,-120.297743,-1.026633
1095,-1.610000,-102.905298,-0.878204
1096,-1.608000,-94.209076,-0.803989
1097,-1.606000,-100.006558,-0.853466
1098,-1.604000,-120.297743,-1.026633
1099,-1.602000,-152.183892,-1.298752
1100,-1.600000,-163.778855,-1.397705
1101,-1.598000,-143.487670,-1.224538
1102,-1.596000,-111.601521,-0.952418
1103,-1.594000,-79.715372,-0.680299
1104,-1.592000,-85.512854,-0.729775
1105,-1.590000,-111.601521,-0.952418
1106,-1.588000,-140.588929,-1.199800
1107,-1.586000,-160.880114,-1.372967
1108,-1.584000,-146.386410,-1.249276
1109,-1.582000,-123.196484,-1.051371
1110,-1.580000,-97.107817,-0.828728
1111,-1.578000,-100.006558,-0.853466
1112,-1.576000,-114.500262,-0.977156
1113,-1.574000,-126.095225,-1.076109
1114,-1.572000,-146.386410,-1.249276
1115,-1.570000,-140.588929,-1.199800
1116,-1.568000,-137.690188,-1.175062
1117,-1.566000,-126.095225,-1.076109
1118,-1.564000,-114.500262,-0.977156
1119,-1.562000,-114.500262,-0.977156
1120,-1.560000,-114.500262,-0.977156
1121,-1.558000,-126.095225,-1.076109
1122,-1.556000,-137.690188,-1.175062
1123,-1.554000,-146.386410,-1.249276
1124,-1.552000,-128.993966,-1.100847
1125,-1.550000,-114.500262,-0.977156
1126,-1.548000,-114.500262,-0.977156
1127,-1.546000,-114.500262,-0.977156
1128,-1.544000,-126.095225,-1.076109
1129,-1.542000,-149.285151,-1.274014
1130,-1.540000,-155.082633,-1.323490
1131,-1.538000,-128.993966,-1.100847
1132,-1.536000,-111.601521,-0.952418
1133,-1.534000,-100.006558,-0.853466
1134,-1.532000,-97.107817,-0.828728
1135,-1.530000,-117.399002,-1.001895
1136,-1.528000,-146.386410,-1.249276
1137,-1.526000,-143.487670,-1.224538
1138,-1.524000,-123.196484,-1.051371
1139,-1.522000,-111.601521,-0.952418
1140,-1.520000,-105.804039,-0.902942
1141,-1.518000,-94.209076,-0.803989
1142,-1.516000,-111.601521,-0.952418
1143,-1.514000,-137.690188,-1.175062
1144,-1.512000,-146.386410,-1.249276
1145,-1.510000,-126.095225,-1.076109
1146,-1.508000,-105.804039,-0.902942
1147,-1.506000,-105.804039,-0.902942
1148,-1.504000,-108.702780,-0.927680
1149,-1.502000,-126.095225,-1.076109
1150,-1.500000,-134.791447,-1.150323
1151,-1.498000,-152.183892,-1.298752
1152,-1.496000,-137.690188,-1.175062
1153,-1.494000,-117.399002,-1.001895
1154,-1.492000,-108.702780,-0.927680
1155,-1.490000,-123.196484,-1.051371
1156,-1.488000,-146.386410,-1.249276
1157,-1.486000,-146.386410,-1.249276
1158,-1.484000,-140.588929,-1.199800
1159,-1.482000,-128.993966,-1.100847
1160,-1.480000,-123.196484,-1.051371
1161,-1.478000,-114.500262,-0.977156
1162,-1.476000,-126.095225,-1.076109
1163,-1.474000,-128.993966,-1.100847
1164,-1.472000,-128.993966,-1.100847
1165,-1.470000,-143.487670,-1.224538
1166,-1.468000,-114.500262,-0.977156
1167,-1.466000,-108.702780,-0.927680
1168,-1.464000,-111.601521,-0.952418
1169,-1.462000,-123.196484,-1.051371
1170,-1.460000,-120.297743,-1.026633
1171,-1.458000,-131.892706,-1.125585
1172,-1.456000,-128.993966,-1.100847
1173,-1.454000,-123.196484,-1.051371
1174,-1.452000,-117.399002,-1.001895
1175,-1.450000,-111.601521,-0.952418
1176,-1.448000,-120.297743,-1.026633
1177,-1.446000,-134.791447,-1.150323
1178,-1.444000,-131.892706,-1.125585
1179,-1.442000,-131.892706,-1.125585
1180,-1.440000,-134.791447,-1.150323
1181,-1.438000,-111.601521,-0.952418
1182,-1.436000,-102.905298,-0.878204
1183,-1.434000,-100.006558,-0.853466
1184,-1.432000,-120.297743,-1.026633
1185,-1.430000,-143.487670,-1.224538
1186,-1.428000,-160.880114,-1.372967
1187,-1.426000,-146.386410,-1.249276
1188,-1.424000,-111.601521,-0.952418
1189,-1.422000,-85.512854,-0.729775
1190,-1.420000,-88.411594,-0.754513
1191,-1.418000,-120.297743,-1.026633
1192,-1.416000,-134.791447,-1.150323
1193,-1.414000,-140.588929,-1.199800
1194,-1.412000,-128.993966,-1.100847
1195,-1.410000,-134.791447,-1.150323
1196,-1.408000,-120.297743,-1.026633
1197,-1.406000,-97.107817,-0.828728
1198,-1.404000,-100.006558,-0.853466
1199,-1.402000,-126.095225,-1.076109
1200,-1.400000,-146.386410,-1.249276
1201,-1.398000,-160.880114,-1.372967
1202,-1.396000,-152.183892,-1.298752
1203,-1.394000,-126.095225,-1.076109
1204,-1.392000,-114.500262,-0.977156
1205,-1.390000,-100.006558,-0.853466
1206,-1.388000,-120.297743,-1.026633
1207,-1.386000,-140.588929,-1.199800
1208,-1.384000,-140.588929,-1.199800
1209,-1.382000,-131.892706,-1.125585
1210,-1.380000,-123.196484,-1.051371
1211,-1.378000,-108.702780,-0.927680
1212,-1.376000,-97.107817,-0.828728
1213,-1.374000,-111.601521,-0.952418
1214,-1.372000,-126.095225,-1.076109
1215,-1.370000,-143.487670,-1.224538
1216,-1.368000,-140.588929,-1.199800
1217,-1.366000,-146.386410,-1.249276
1218,-1.364000,-126.095225,-1.076109
1219,-1.362000,-102.905298,-0.878204
1220,-1.360000,-91.310335,-0.779251
1221,-1.358000,-102.905298,-0.878204
1222,-1.356000,-120.297743,-1.026633
1223,-1.354000,-140.588929,-1.199800
1224,-1.352000,-143.487670,-1.224538
1225,-1.350000,-123.196484,-1.051371
1226,-1.348000,-114.500262,-0.977156
1227,-1.346000,-108.702780,-0.927680
1228,-1.344000,-126.095225,-1.076109
1229,-1.342000,-137.690188,-1.175062
1230,-1.340000,-134.791447,-1.150323
1231,-1.338000,-131.892706,-1.125585
1232,-1.336000,-117.399002,-1.001895
1233,-1.334000,-114.500262,-0.977156
1234,-1.332000,-117.399002,-1.001895
1235,-1.330000,-114.500262,-0.977156
1236,-1.328000,-128.993966,-1.100847
1237,-1.326000,-134.791447,-1.150323
1238,-1.324000,-134.791447,-1.150323
1239,-1.322000,-123.196484,-1.051371
1240,-1.320000,-111.601521,-0.952418
1241,-1.318000,-114.500262,-0.977156
1242,-1.316000,-102.905298,-0.878204
